ISRC,Track,Artist,Release Date,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Explicit Track
QM24S2402528,MILLION DOLLAR BABY,Tommy Richman,2024-04-26,725.4,390470936.0,30716.0,196631588.0,92.0,84274754.0,1713126.0,5767700.0,651565900.0,5332281936.0,150597040.0,0
USUG12400910,Not Like Us,Kendrick Lamar,2024-05-04,545.9,323703884.0,28113.0,174597137.0,92.0,116347040.0,3486739.0,674700.0,35223547.0,208339025.0,156380351.0,1
QZJ842400387,i like the way you kiss me,Artemas,2024-03-19,538.4,601309283.0,54331.0,211607669.0,92.0,122599116.0,2228730.0,3025400.0,275154237.0,3369120610.0,373784955.0,0
USSM12209777,Flowers,Miley Cyrus,2023-01-12,444.9,2031280633.0,269802.0,136569078.0,85.0,1096100899.0,10629796.0,7189811.0,1078757968.0,14603725994.0,3351188582.0,0
USUG12403398,Houdini,Eminem,2024-05-31,423.3,107034922.0,7223.0,151469874.0,88.0,77373957.0,3670188.0,16400.0,,,112763851.0,1
USAT22311371,Lovin On Me,Jack Harlow,2023-11-10,410.1,670665438.0,105892.0,175421034.0,83.0,131148091.0,1392593.0,4202367.0,214943489.0,2938686633.0,2867222632.0,1
USWB12307016,Beautiful Things,Benson Boone,2024-01-18,407.2,900158751.0,73118.0,201585714.0,86.0,308723145.0,4120760.0,,29584940.0,534915313.0,4601579812.0,0
QZL382406049,Gata Only,FloyyMenor,2024-02-02,375.8,675079153.0,40094.0,211236940.0,92.0,228382568.0,1439495.0,3500000.0,338546668.0,3804584163.0,2112581620.0,1
TCJPA2463708,Danza Kuduro - Cover,MUSIC LAB JPN,2024-06-09,355.7,1653018119.0,1.0,15.0,,,,,,,,1
USSM12404354,BAND4BAND (feat. Lil Baby),Central Cee,2024-05-23,330.6,90676573.0,10400.0,184199419.0,86.0,32735244.0,988682.0,325800.0,121574500.0,974656200.0,174706874.0,1
USUM72404990,I Had Some Help (feat. Morgan Wallen),Post Malone,2024-05-10,322.1,250080413.0,16219.0,168766158.0,91.0,32229063.0,550191.0,,184500.0,2100000.0,327130768.0,1
USWB12402486,The Door,Teddy Swims,2024-06-14,320.2,111155129.0,2.0,263767.0,,,,,,,,1
USUM72401991,LUNCH,Billie Eilish,2024-05-17,316.3,221636195.0,13800.0,197280692.0,92.0,40022524.0,1307290.0,195300.0,45889000.0,360017000.0,342107131.0,0
USSM12402041,Like That,Future,2024-03-22,308.2,355186436.0,43025.0,108168634.0,88.0,98081493.0,1456177.0,,,,174491415.0,1
NLC242100307,bathroom floor,Kids With Buns,2022-10-07,301.6,297185.0,277.0,24445.0,12.0,6736502312.0,16785489.0,3.0,1088.0,22234.0,,0
USWL12300002,LALA,Myke Towers,2023-03-22,299.9,925655569.0,103605.0,79944921.0,79.0,934302031.0,4294166.0,11054500.0,521725116.0,7499234052.0,2042145659.0,1
USUG12401028,Fortnight (feat. Post Malone),Taylor Swift,2024-04-18,297.6,395433400.0,12784.0,177932568.0,89.0,104673836.0,2484083.0,139300.0,25348800.0,207317000.0,268893710.0,0
USRC12301932,greedy,Tate McRae,2023-09-14,293.7,1258569694.0,105218.0,198845580.0,87.0,141646818.0,1514837.0,2294429.0,419319161.0,5456156211.0,2667285437.0,1
USUM72401996,BLUE,Billie Eilish,2024-05-17,292.6,91272461.0,6499.0,52287548.0,86.0,16038053.0,569377.0,941900.0,119740900.0,1225345800.0,5839168.0,0
USSM12200612,As It Was,Harry Styles,2022-03-31,292.0,3301814535.0,407119.0,169783402.0,87.0,800899315.0,9101589.0,2755903.0,1633970617.0,15405881843.0,7289707052.0,0
USRC12300907,Paint The Town Red,Doja Cat,2023-08-04,290.5,1065399331.0,170890.0,121712197.0,78.0,240970670.0,2749668.0,3091732.0,652428798.0,7095564106.0,1063591802.0,1
USUM72403305,Espresso,Sabrina Carpenter,2024-04-12,281.5,547882871.0,24425.0,262343414.0,95.0,107550212.0,1825761.0,209200.0,169144295.0,1379499000.0,422646034.0,1
TCJPA2445163,Danza Kuduro - Cover,MUSIC LAB JPN,2024-05-21,279.0,1655575417.0,10.0,655.0,,,,,,,,1
USSM12401302,TEXAS HOLD 'EM,Beyoncï¿,2024-02-10,278.9,426700979.0,34044.0,152928632.0,86.0,35724356.0,437980.0,1470500.0,485200392.0,6518604175.0,1213175656.0,1
RUA1H2415548,Future,official sound studio,2024-01-10,277.5,,1.0,2.0,,,,9453333.0,273236305.0,4306269694.0,,0
BXWEH2200054,Beat Automotivo Tan Tan Tan Viral,WZ Beat,2022-05-24,268.1,7382759.0,3504.0,661084.0,35.0,4233958.0,69990.0,37621885.0,1636811753.0,22918660728.0,,0
USSM12103949,STAY (with Justin Bieber),The Kid LAROI,2021-07-09,266.3,3107100349.0,451732.0,134793519.0,78.0,1256973582.0,14661425.0,7485966.0,2246991336.0,23712377029.0,4327058646.0,1
KRE671700001,Baby Shark,Pinkfong,2015-12-01,265.7,720822868.0,60945.0,7530769.0,71.0,16322756555.0,48757673.0,7743800.0,281762094.0,6577639193.0,2166611.0,0
USUM72317276,we can't be friends (wait for your love),Ariana Grande,2024-03-08,262.8,591068364.0,26203.0,197494995.0,87.0,156882014.0,3080503.0,,,,578568464.0,0
USWB12400678,Numb / Encore,JAY-Z,2024-04-12,256.0,1003215671.0,128.0,485454.0,,,,,,,,1
TCJPA2406007,Danza Kuduro - Cover,LOVE BGM JPN,2024-05-14,249.8,1645079292.0,,,,,,,,,,1
KRA402400016,SHEESH,BABYMONSTER,2024-04-01,237.5,124893397.0,3479.0,25936342.0,82.0,359896095.0,4907193.0,212500.0,48327004.0,390081328.0,38798822.0,0
USSM12305126,Water,Tyla,2023-07-28,234.6,670376179.0,98450.0,150471020.0,83.0,265180930.0,2566846.0,2114363.0,369150956.0,3932956380.0,3031114430.0,0
USWB12305048,Strangers,Kenya Grace,2023-09-01,233.5,750154960.0,139141.0,103879363.0,79.0,118208096.0,1495758.0,1031447.0,196985853.0,2231749390.0,1745168821.0,0
USSM12401865,Too Sweet,Hozier,2024-03-22,231.6,532012790.0,23557.0,67488850.0,,62123098.0,923733.0,,,,384716227.0,0
GBAYE2300351,What's Love Got to Do with It - 2023 Remaster,Tina Turner,2024-04-26,230.0,479417905.0,7.0,1519.0,,,,,,,,0
USUYG1541249,A Bar Song (Tipsy),Shaboozey,2024-04-12,226.4,311928522.0,25766.0,180237463.0,96.0,62694868.0,837616.0,,27811667.0,378313942.0,243895569.0,1
USWB12302315,Lose Control,Teddy Swims,2023-06-23,224.1,775135157.0,88239.0,180617454.0,87.0,139180960.0,1504385.0,396560.0,49060857.0,597513595.0,4016801205.0,0
USAT22306575,fukumean,Gunna,2023-06-15,221.1,759998727.0,188142.0,80392612.0,80.0,94699547.0,1222012.0,1237229.0,311252391.0,3281790327.0,140623676.0,1
QZES71982312,Dance Monkey,Tones And I,2019-05-10,214.5,3071214106.0,375201.0,64901153.0,71.0,3366447481.0,27240268.0,10342366.0,393814740.0,5861939942.0,2428166573.0,0
USUM72401994,BIRDS OF A FEATHER,Billie Eilish,2024-05-17,212.8,214237645.0,10871.0,202626837.0,92.0,11033725.0,251373.0,251200.0,71078500.0,443104700.0,148058631.0,0
KRA252300672,Cupid ï¿½ï¿½ï¿½ Twin Ver. (FIFTY FIFTY) ï¿½ï¿½ï¿½ Spe,sped up 8282,2023-04-08,211.2,170970614.0,27827.0,5784546.0,41.0,22280037.0,334523.0,14348249.0,948225544.0,12196985599.0,,1
UKWLG2200055,I'm Good (Blue),David Guetta,2022-08-26,209.6,1658229422.0,262248.0,239957538.0,83.0,466080689.0,4324989.0,728093.0,54258768.0,1051836430.0,1425853925.0,1
QZXDB2300005,Daylight,David Kushner,2023-04-14,207.0,1126820069.0,177800.0,85255689.0,82.0,274070101.0,3701289.0,2557115.0,285329503.0,2578518632.0,1205538057.0,0
USJ5G2335007,My Love Mine All Mine,Mitski,2023-09-15,206.2,997702304.0,105927.0,92834002.0,86.0,48093111.0,959175.0,3648759.0,857220853.0,5469808282.0,298259422.0,0
USUM72404101,Please Please Please,Sabrina Carpenter,2024-06-06,205.7,59314441.0,2572.0,183043096.0,83.0,22374807.0,1026097.0,,188200.0,1200000.0,110446147.0,1
GBAHT2301246,Houdini,Dua Lipa,2023-11-09,205.1,493627071.0,45300.0,87874006.0,80.0,150571504.0,1575378.0,93500.0,35970610.0,386610043.0,3129834452.0,0
TCJPA2415647,Danza Kuduro - Cover,MUSIC LAB JPN,2024-05-02,204.4,1655575417.0,9.0,85.0,,,,,,,,1
GBUM72300969,If We Ever Broke Up,Mae Stephens,2023-02-10,203.6,304929492.0,43923.0,46133083.0,69.0,61986821.0,921044.0,13872768.0,390207653.0,5684815935.0,19218089.0,1
USUM71607007,Despacito,Luis Fonsi,2017-01-13,203.5,1747093405.0,178114.0,49464650.0,74.0,9537135721.0,61799279.0,799338.0,78304409.0,1143297071.0,569548901.0,0
USUG12402839,euphoria,Kendrick Lamar,2024-04-30,202.1,168434320.0,17168.0,62516401.0,86.0,53604746.0,1846535.0,,,,174375427.0,1
GX3Q92333626,Panda Basi,Mvua,2023-02-10,200.3,104271.0,249.0,8585.0,25.0,2457026781.0,,190.0,36666.0,393580.0,,0
NGA3B2214021,Calm Down (with Selena Gomez),Rema,2022-08-25,198.0,1391688322.0,163876.0,130963116.0,77.0,902742581.0,8099187.0,599.0,48035.0,2857920.0,750030685.0,0
GBAHS1600463,Shape of You,Ed Sheeran,2017-01-06,195.1,3909458734.0,316378.0,148037882.0,80.0,8013997219.0,45770887.0,2270315.0,194420058.0,2320856331.0,2294804623.0,0
EEUM72300001,Mitu,Maian,2023-01-19,194.3,55346.0,42.0,16861.0,13.0,2432265978.0,8162101.0,,,,,0
USUG11904206,Blinding Lights,The Weeknd,2019-11-29,194.0,4281468720.0,590392.0,165544011.0,83.0,833807130.0,10093211.0,2882064.0,337322563.0,3501177394.0,2258085924.0,0
USUG12208791,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,2022-12-02,192.3,1337619917.0,228295.0,64806723.0,80.0,193982443.0,2023998.0,423714.0,148085419.0,1268862678.0,444033037.0,1
QZNJW2423715,Dona Felicidade,Patati Patatï¿,2024-06-04,190.0,,2.0,41206.0,,52480069.0,82092.0,,,,,0
TCJPA2420090,Danza Kuduro - Cover,MUSIC LAB JPN,2024-04-29,190.0,1655575417.0,1.0,3.0,,,,,,,,1
GBUM72205415,Unholy (feat. Kim Petras),Sam Smith,2022-09-22,189.1,1556275789.0,210583.0,95974138.0,74.0,254051906.0,3364206.0,2379787.0,683088623.0,7945975878.0,1524133775.0,0
ROCMA2413380,Stereo Love - Melodic,Edward Maya,2024-06-05,187.9,,2.0,135.0,9.0,,,,,,,0
RUA1H2406425,Very Cute Melody by Marimba Tone (39813),mitsu sound,2023-12-31,186.5,1384.0,2.0,801.0,,222076.0,5430.0,5013500.0,605320683.0,8811416708.0,,0
KRA302400090,Supernova,aespa,2024-05-13,186.1,69729033.0,2483.0,21046278.0,81.0,111310770.0,1724693.0,56600.0,61038623.0,393973528.0,32059104.0,0
QM6MZ2214877,Me Porto Bonito,Bad Bunny,2022-05-06,184.8,1811990630.0,173358.0,67603671.0,79.0,1516863120.0,8870768.0,4506600.0,549886060.0,6470937272.0,934894575.0,1
USCM52400059,Back That Azz Up (feat. Lil Wayne & Mannie Fresh),JUVENILE,2024-03-29,181.4,199929812.0,4.0,98.0,,,,,,,,1
NGA3B2214004,Calm Down,Rema,2022-02-10,180.1,584427088.0,182994.0,19203258.0,68.0,1141904909.0,8766235.0,6129450.0,856216952.0,18216656774.0,2952879912.0,0
QZ7XS2400012,CARNIVAL,ýý$,2024-02-08,179.6,466887055.0,53842.0,103935623.0,84.0,27688666.0,449112.0,,,,33817299.0,1
USRC12204584,Kill Bill,SZA,2022-12-08,177.7,1873746537.0,190202.0,99546318.0,82.0,220538045.0,3153793.0,266430.0,152410048.0,1284413960.0,426461749.0,0
USUM72307484,"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,2023-07-13,177.6,891720245.0,114560.0,97542546.0,82.0,144741616.0,2761964.0,1443103.0,498822693.0,3998086216.0,1384310160.0,0
QZA742305720,Babba,Guy Mac,2023-03-03,176.2,46567.0,252.0,21930.0,6.0,2038459981.0,6076902.0,,,,,0
GBUM72000433,Heat Waves,Glass Animals,2020-06-29,175.0,2996181078.0,486278.0,112416489.0,82.0,1272898075.0,14947520.0,1416295.0,513334446.0,5518429969.0,4899313022.0,0
USWB11201322,In the End,Linkin Park,2024-04-12,174.8,2045512421.0,97.0,488602.0,,,,,,,,0
UYB282301031,"Shakira: Bzrp Music Sessions, Vol. 53",Bizarrap,2023-01-11,174.3,946941510.0,100130.0,74836321.0,74.0,776436101.0,12951756.0,4210895.0,797017650.0,11936401096.0,457987382.0,0
UKACT2330463,The Way We Move - Extended Mix,PowerDress,2023-03-10,173.6,7909.0,38.0,15023.0,4.0,1999374091.0,5708577.0,,,,,0
USSM11901941,Old Town Road,Lil Nas X,2019-03-14,170.3,1010494713.0,127393.0,18652312.0,67.0,3203314695.0,41487213.0,5757883.0,187301054.0,1981431049.0,939714925.0,0
QM6N22311285,un x100to,Grupo Frontera,2023-04-17,170.2,1008495696.0,99381.0,57394938.0,75.0,878892413.0,4425283.0,796603.0,127651887.0,1669065906.0,1522934425.0,0
NZAM02001128,Laxed ï¿½ï¿½ï¿½ Sire,Jawsh 685,2020-04-24,168.9,,10230.0,1142937.0,,12489728.0,339414.0,42900000.0,919945708.0,12221514692.0,,0
GBUM72305159,Sprinter,Dave,2023-06-01,168.1,692512930.0,199828.0,55464762.0,78.0,219666692.0,2332307.0,731797.0,130560533.0,1254944697.0,918145630.0,1
USUM72401988,CHIHIRO,Billie Eilish,2024-05-17,167.8,169410711.0,11028.0,144854768.0,90.0,19402457.0,997411.0,284.0,,,260377114.0,0
USUM72222541,TQG,KAROL G,2023-02-23,167.8,1024381758.0,78554.0,69319589.0,78.0,1102289596.0,8953293.0,457111.0,15048444.0,248168852.0,1174053183.0,1
GBAHS1700024,Perfect,Ed Sheeran,2017-03-03,167.5,2969999682.0,280165.0,116921604.0,81.0,6473698897.0,39632673.0,6642975.0,601244764.0,7647479866.0,1708317539.0,0
USSD12100307,Pepas,Farruko,2021-06-24,167.3,1500499584.0,359502.0,125112486.0,74.0,1431591689.0,11553088.0,2866181.0,290811371.0,4067248819.0,782475986.0,1
GBLTF2300027,Peekaboo,Dave Angel,2023-01-27,167.2,8082.0,63.0,32758.0,,2055940513.0,4150967.0,,,,,0
USE7D2300007,Ella Baila Sola,Eslabon Armado,2023-03-16,166.5,1215336974.0,129463.0,39814172.0,74.0,701880622.0,3831236.0,5416.0,550073.0,15373104.0,546259059.0,0
USAT22305457,Dance The Night - From Barbie The Album,Dua Lipa,2023-05-25,166.2,860026452.0,74769.0,139913794.0,80.0,173044031.0,1640319.0,175536.0,90924917.0,1227837850.0,1205266954.0,0
MXF152300159,La Bebe - Remix,Yng Lvcas,2023-03-17,164.9,1032225805.0,94887.0,74469479.0,79.0,920878032.0,3118229.0,1031612.0,116003972.0,2416141351.0,1690231413.0,1
USSM12309164,redrum,21 Savage,2024-01-12,164.8,428233003.0,57311.0,144298748.0,,105148629.0,1762297.0,87200.0,6732800.0,43993800.0,977638660.0,1
USSM12105970,Easy On Me,Adele,2021-10-14,163.2,1720918065.0,209635.0,93875458.0,73.0,1194846205.0,13561925.0,1912194.0,733101955.0,7860224413.0,6353555150.0,0
QM6MZ2214878,Titï¿½ï¿½ Me Pregu,Bad Bunny,2022-05-06,163.1,1514239759.0,190692.0,77283361.0,77.0,1366181141.0,9358441.0,1769068.0,475656543.0,5249863696.0,488048337.0,1
USQX92302957,All My Life (feat. J. Cole),Lil Durk,2023-05-12,162.0,333202114.0,108322.0,41018697.0,68.0,203487345.0,2084532.0,928132.0,63253779.0,748253884.0,735908540.0,1
USUG12205736,Anti-Hero,Taylor Swift,2022-10-21,161.8,1563224246.0,117005.0,97456780.0,80.0,203259285.0,3482508.0,1302967.0,376660493.0,3864505972.0,724976542.0,0
UYB282201028,"Quevedo: Bzrp Music Sessions, Vol. 52",Bizarrap,2022-07-06,161.7,1692951462.0,209490.0,88591675.0,78.0,1132539234.0,8795731.0,1212100.0,196608777.0,2054826154.0,56677146.0,0
USA2P2413259,Magnetic,ILLIT,2024-03-25,161.0,255076355.0,11500.0,90584540.0,86.0,202206901.0,2596912.0,,57656713.0,506476590.0,273521596.0,0
USSD12300307,Lollipop,Darell,2023-07-28,158.2,275349653.0,37806.0,22826643.0,70.0,347506860.0,1553295.0,4349700.0,321239621.0,4767676439.0,2676837761.0,1
USA2P2357356,La Diabla,Xavi,2023-12-02,155.9,649404552.0,27544.0,47789063.0,83.0,433839212.0,2750086.0,,414833.0,10603563.0,1795939912.0,0
GBAYE2300015,Boy's a Liar Pt. 2,PinkPantheress,2023-02-03,153.6,851085705.0,129047.0,50996176.0,70.0,211810152.0,2461166.0,3502547.0,955272568.0,8781020473.0,806434641.0,1
USRC12204591,Snooze,SZA,2022-12-09,153.3,1013350808.0,108036.0,86470319.0,84.0,390677417.0,2521214.0,402338.0,97819766.0,887803828.0,560893301.0,1
QMFMF2388143,BELLAKEO,Peso Pluma,2023-12-07,153.1,359803580.0,26065.0,79152427.0,86.0,369321334.0,1839225.0,720800.0,74164945.0,874056250.0,4123457278.0,1
USRC12301954,Agora Hills,Doja Cat,2023-09-22,152.8,509653100.0,66219.0,67521533.0,,48045203.0,986278.0,328562.0,88846508.0,544437406.0,1561456615.0,1
GBCEN2300147,Prada,cassï¿,2023-08-11,152.5,609699748.0,128498.0,160755092.0,83.0,47611547.0,418343.0,283600.0,96934486.0,1090501901.0,113545664.0,1
GXD7G2413058,Montagem Rave Eterno,Dj Samir,2024-05-02,152.3,5157486.0,470.0,2924720.0,,1278618.0,27849.0,1100000.0,261000.0,3900000.0,,0
USAR12300323,Lil Boo Thang,Paul Russell,2023-08-18,152.1,242070373.0,37170.0,74130983.0,76.0,22907992.0,261664.0,2553106.0,312997953.0,3832221658.0,15593731.0,0
QMFME2364182,MONACO,Bad Bunny,2023-10-13,150.7,478150858.0,73306.0,51842133.0,78.0,113379734.0,1312763.0,1700998.0,182319546.0,2111289492.0,90954700.0,1
USSM12002399,Laxed (Siren Beat),Jawsh 685,2020-04-24,150.5,61382407.0,7240.0,1708319.0,43.0,9977490.0,201210.0,37726462.0,9239474.0,147837262.0,,0
GBBKS2300080,(It Goes Like) Nanana - Edit,Peggy Gou,2023-06-15,150.4,460156070.0,163449.0,127827271.0,77.0,8183226.0,98257.0,530103.0,65920648.0,1032799567.0,56004473.0,0
GBAHT2301078,Training Season,Dua Lipa,2024-02-15,148.9,251153869.0,16811.0,92985554.0,76.0,66691067.0,961957.0,102884.0,34572688.0,431390500.0,2120552147.0,0
USSM12402033,Type Shit,Future,2024-03-22,148.1,205206688.0,28064.0,84737651.0,84.0,39453253.0,672789.0,,,,232440923.0,1
KRA302400093,Armageddon,aespa,2024-05-27,147.4,32942304.0,1262.0,26204483.0,74.0,57861795.0,1257935.0,,,,29510774.0,0
USAT21906978,The Box,Roddy Ricch,2019-12-06,146.6,1911559785.0,317345.0,87765033.0,78.0,441257231.0,4829633.0,4930490.0,561201008.0,4574447121.0,2077511.0,1
USSM12104539,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,2021-07-23,145.3,2014959725.0,354831.0,87942438.0,70.0,1003346208.0,16856186.0,1750366.0,915814897.0,9558947943.0,3191316960.0,1
DEE862400427,Pedro,Jaxomy,2024-03-29,144.6,168145583.0,27654.0,159737263.0,85.0,35008949.0,717214.0,,,,39149568.0,0
US6XF2200436,Fast Car,Luke Combs,2023-03-24,144.5,518988585.0,73116.0,58391498.0,80.0,107703759.0,768813.0,354036.0,74258021.0,924204888.0,103658014.0,0
JPU902305042,Bling-Bang-Bang-Born,Creepy Nuts,2024-01-07,144.0,247399972.0,22222.0,13870528.0,80.0,389540239.0,4392933.0,,22950364.0,296522040.0,1041035733.0,0
SGB502208576,Aesthetic,Tollan Kim,2022-03-04,144.0,5712985.0,2311.0,535908.0,44.0,3120073.0,56276.0,20114495.0,2452502310.0,33870791454.0,,0
USUM71814888,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,2018-10-18,143.9,3358704125.0,392082.0,123917182.0,79.0,2763188773.0,19410390.0,2714134.0,178829434.0,1597453878.0,484189798.0,0
GBKPL2205333,Hands,Dianï¿½,2022-08-01,143.9,126914.0,8.0,212.0,1.0,2435813922.0,7208467.0,33.0,188.0,6415.0,26630093.0,0
USRC12400216,Saturn,SZA,2024-02-24,142.8,343090427.0,21104.0,154253718.0,87.0,38173339.0,349660.0,,,,196380893.0,0
BXT622400190,Chegou a Hora de Ir para Cama (Playback),3 Palavrinhas,2024-06-04,142.4,,,,,39323383.0,44223.0,,,,,0
USUM71700626,Believer,Imagine Dragons,2017-01-31,142.2,3006226762.0,335880.0,89243475.0,81.0,4495059988.0,42240881.0,5745117.0,453132709.0,5876458723.0,276194776.0,0
USSM12203789,WAIT FOR U (feat. Drake & Tems),Future,2022-04-27,141.0,787155930.0,183850.0,58397185.0,77.0,357772653.0,2590835.0,931660.0,95662104.0,836550889.0,3934416606.0,1
USSM12305012,I KNOW ?,Travis Scott,2023-07-28,139.5,532605345.0,128534.0,31725858.0,81.0,97958347.0,1237197.0,322900.0,108595670.0,947194801.0,259363238.0,1
QMDA72363047,ANDO,Jere Klein,2023-09-27,139.0,292789738.0,28591.0,30905957.0,72.0,406307035.0,809942.0,1900606.0,68341852.0,872862858.0,1969191415.0,1
USAT22203024,First Class,Jack Harlow,2022-04-08,138.6,818858244.0,223609.0,49586777.0,71.0,231229581.0,2756840.0,1610614.0,624748318.0,6890780336.0,3849170813.0,1
USSM12305010,FE!N,Travis Scott,2023-07-28,137.8,659010786.0,129923.0,93969186.0,86.0,125203447.0,1990342.0,22100.0,13787343.0,107398826.0,244390161.0,1
USUG12301493,Save Your Tears - Live,The Weeknd,2023-03-03,137.7,3913988.0,545.0,1054122.0,40.0,1577017938.0,9304666.0,,,,2651764724.0,1
CA5KR2465999,Losing Interest - Original Mix,Goovex,2024-06-10,136.4,126247886.0,5.0,5973.0,1.0,,,,,,,0
USUM72206227,I Ain't Worried,OneRepublic,2022-05-13,136.2,1607421145.0,212406.0,160444270.0,83.0,409785349.0,3326477.0,247865.0,155593087.0,1825552705.0,2563240162.0,0
USUG12305253,MI EX TENï¿½ï¿½A RA,KAROL G,2023-08-10,136.2,438796949.0,23959.0,34805394.0,78.0,509727241.0,2202866.0,1223804.0,46080266.0,782582119.0,1337889706.0,0
US2642250302,Drained of Color,Exhumed,2022-08-30,134.0,158627.0,635.0,18765.0,16.0,2156140830.0,,9.0,422.0,4484.0,1318392.0,0
USQX92003025,Mood (feat. iann dior),24kGoldn,2020-07-24,133.0,1867736006.0,302486.0,82611625.0,76.0,747126783.0,10795292.0,2467227.0,160756733.0,1768836179.0,2069527154.0,1
QM7282022872,Dynamite,BTS,2020-08-21,132.3,1872577908.0,144619.0,51186002.0,74.0,2638957320.0,62311179.0,3098499.0,662794945.0,5063720138.0,2199001119.0,0
GXBAV2381801,Looking Like a Wow End of Year 2023,WasteLand,2023-12-10,130.7,8327.0,3.0,8.0,,,,4200000.0,3646489.0,73318253.0,,0
DEUM71807062,Someone You Loved,Lewis Capaldi,2018-11-08,129.7,3427498835.0,338763.0,160553919.0,82.0,2153701892.0,20891433.0,1940473.0,212007614.0,2161032034.0,2333853734.0,0
USQX92302824,Acrï¿½ï¿½s,Shakira,2023-05-11,129.6,230849195.0,23091.0,12233221.0,64.0,363082908.0,5135848.0,4897595.0,104580759.0,1551501289.0,150614267.0,0
USSM12204574,Made You Look,Meghan Trainor,2022-10-21,129.5,720720922.0,74295.0,89509926.0,77.0,221078988.0,2557839.0,4687520.0,1252326407.0,15247253457.0,718932832.0,0
QZMEQ2306756,PHONK BRASILEIRO FRESCO (Slowed + Reverb),DJ MOIGUS,2023-06-22,129.4,1378494.0,351.0,43395.0,34.0,1022331.0,22739.0,7702832.0,90289248.0,1272592848.0,,0
INS182401602,"Sooseki (From ""Pushpa 2 The Rule"") [TELUGU]",Shreya Ghoshal,2024-05-29,129.1,2827545.0,62.0,1433870.0,,54330074.0,801621.0,,,,,0
USUG12304091,vampire,Olivia Rodrigo,2023-06-30,128.9,998964097.0,90793.0,87801398.0,18.0,113450524.0,2108657.0,394640.0,152624014.0,1448207880.0,1111017294.0,1
BCAEW2400001,Casca de Bala,Thullio Milionï¿½ï¿,2024-03-01,128.5,37157630.0,2052.0,30387641.0,74.0,63418833.0,427441.0,1600000.0,853176.0,8850449.0,149589609.0,0
UKQNV2100272,Back,LOLA,2022-08-03,128.0,48428.0,92.0,15747.0,3.0,2123978358.0,5670850.0,111.0,102828.0,735317.0,,0
QZTB52268087,People,Libianca,2022-12-05,127.8,631955547.0,121823.0,45030006.0,74.0,305998382.0,2647341.0,3168854.0,243797561.0,3233505931.0,704906130.0,1
ATR981312465,Jedag Jedug Capcut 2024,Afrian Af,2024-01-05,127.4,,1.0,47.0,,,,3528100.0,37591836.0,688302023.0,,1
TCAIA2495220,Lady Killers II (Christoph Andersson Remix),G-Eazy,2024-03-17,127.3,94635338.0,10537.0,11716074.0,,944314.0,17943.0,1300000.0,182937084.0,1542242100.0,,1
UKWLG2400013,I Don't Wanna Wait,David Guetta,2024-04-05,126.9,114574238.0,10564.0,180987712.0,84.0,9134225.0,124326.0,299000.0,4419373.0,79796400.0,3117914.0,0
CLLU22300585,Abc,J Ross,2023-02-14,126.6,31867.0,5.0,5100.0,1.0,1538564650.0,2066653.0,,,,,0
QZDYA1800087,La Bachata,Manuel Turizo,2022-05-26,126.2,1721045197.0,156941.0,97122096.0,81.0,798827877.0,3379928.0,1614275.0,209367923.0,2596777974.0,420585933.0,0
FRX282306294,ýýýýýýýýýýýýýýýýýýýýý,FLI:P,2023-04-07,125.4,8028757.0,1972.0,488653.0,44.0,48533758.0,399664.0,8800000.0,256186613.0,3985974550.0,6879573.0,0
USUM72102636,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,2021-03-19,125.2,1612286123.0,282719.0,97390961.0,74.0,1019256266.0,10280320.0,1404274.0,502778982.0,4702037810.0,2889452237.0,1
GBAHT1901121,Don't Start Now,Dua Lipa,2019-10-31,124.6,2607121959.0,270230.0,143953432.0,78.0,1201600884.0,10239198.0,4725570.0,414013363.0,3535661993.0,2374637534.0,0
USUG11800685,Lucid Dreams,Juice WRLD,2018-05-04,123.9,2548389305.0,339306.0,75858140.0,78.0,987143411.0,9384427.0,1900813.0,44442433.0,338071383.0,274498079.0,1
USUM72205906,PROVENZA,KAROL G,2022-04-22,123.8,1185929926.0,103026.0,64847502.0,76.0,1229843060.0,5870729.0,1300337.0,251445963.0,2829294043.0,763687717.0,0
USAT22005111,WAP (feat. Megan Thee Stallion),Cardi B,2020-08-07,123.4,1325725696.0,171255.0,53040559.0,72.0,1329826741.0,15965491.0,8470921.0,1183499351.0,9539547626.0,181452145.0,1
USA2P2421932,SPOT!,ZICO,2024-04-26,122.8,77757035.0,3407.0,35428519.0,81.0,100148771.0,2531168.0,99900.0,46645177.0,366905484.0,24981456.0,0
USUG12402984,Family Matters,Drake,2024-05-03,122.7,72335127.0,8696.0,36774031.0,86.0,41492122.0,1034563.0,,,,166330702.0,1
CA5KR2466577,Again,Kurochuu,2024-06-09,122.5,136237285.0,2.0,2190.0,2.0,,,,,,,0
